sampleid,pond_id,taxon,biomass,doy,treatment,period,group
E20A143,A,Platyias,0,143,pulsed,prepulse,Rotifer
E20A143,A,Ploesoma,0,143,pulsed,prepulse,Rotifer
E20A143,A,Polyarthra,0,143,pulsed,prepulse,Rotifer
E20A143,A,Pompholyx,0,143,pulsed,prepulse,Rotifer
E20A143,A,Synchaeta,0,143,pulsed,prepulse,Rotifer
E20A143,A,Testudinella,0,143,pulsed,prepulse,Rotifer
E20A143,A,Trichocerca,0,143,pulsed,prepulse,Rotifer
E20A143,A,Trichotria,0,143,pulsed,prepulse,Rotifer
E20A146,A,Alona,0,146,pulsed,prepulse,SmCladocera
E20A146,A,Alonella,0,146,pulsed,prepulse,SmCladocera
E20A146,A,Bosmina,0,146,pulsed,prepulse,Bosmina
E20A146,A,Camptocercus,0,146,pulsed,prepulse,LgCladocera
E20A146,A,Ceriodaphnia,0,146,pulsed,prepulse,Ceriodaphnia
E20A146,A,Chydorus,2.806384519,146,pulsed,prepulse,Chydorus
E20A146,A,Daphnia,0,146,pulsed,prepulse,Daphnia
E20A146,A,Daphnia.lumholtzi,0,146,pulsed,prepulse,LgCladocera
E20A146,A,Diaphanosoma,0,146,pulsed,prepulse,LgCladocera
E20A146,A,Graptoleberis,0,146,pulsed,prepulse,LgCladocera
E20A146,A,Leptodora,0,146,pulsed,prepulse,LgCladocera
E20A146,A,Moina,0,146,pulsed,prepulse,LgCladocera
E20A146,A,Pleuroxus,0,146,pulsed,prepulse,SmCladocera
E20A146,A,Scapholeberis,0,146,pulsed,prepulse,LgCladocera
E20A146,A,Simocephalus,0,146,pulsed,prepulse,Simocephalus
E20A146,A,Calanoida,18.42760772,146,pulsed,prepulse,Calanoid
E20A146,A,Cyclopoida,18.08139785,146,pulsed,prepulse,Cyclopoid
E20A146,A,Nauplii,58.06004159,146,pulsed,prepulse,Nauplii
E20A146,A,Anuraeopsis,0,146,pulsed,prepulse,Rotifer
E20A146,A,Ascomorpha,0,146,pulsed,prepulse,Rotifer
E20A146,A,Asplanchna,0,146,pulsed,prepulse,Rotifer
E20A146,A,Asplanchnopus,0,146,pulsed,prepulse,Rotifer
E20A146,A,Brachionus,0,146,pulsed,prepulse,Rotifer
E20A146,A,Conochilus,0,146,pulsed,prepulse,Rotifer
E20A146,A,Euchlanis,0,146,pulsed,prepulse,Rotifer
E20A146,A,Filinia,0,146,pulsed,prepulse,Rotifer
E20A146,A,Gastropus,0,146,pulsed,prepulse,Rotifer
E20A146,A,Hexarthra,0,146,pulsed,prepulse,Rotifer
E20A146,A,Kellicottia,0,146,pulsed,prepulse,Rotifer
E20A146,A,Keratella.cochlearis,0.364325353,146,pulsed,prepulse,Rotifer
E20A146,A,Keratella.quadrata,0.979829566,146,pulsed,prepulse,Rotifer
E20A146,A,Lecane,0.083118092,146,pulsed,prepulse,Rotifer
E20A146,A,Lepadella,0,146,pulsed,prepulse,Rotifer
E20A146,A,Macrochaetus,0,146,pulsed,prepulse,Rotifer
E20A146,A,Monostyla,0,146,pulsed,prepulse,Rotifer
E20A146,A,Mytilina,0,146,pulsed,prepulse,Rotifer
E20A146,A,Notholca,0,146,pulsed,prepulse,Rotifer
E20A146,A,Platyias,0,146,pulsed,prepulse,Rotifer
E20A146,A,Ploesoma,0,146,pulsed,prepulse,Rotifer
E20A146,A,Polyarthra,0,146,pulsed,prepulse,Rotifer
E20A146,A,Pompholyx,0,146,pulsed,prepulse,Rotifer
E20A146,A,Synchaeta,0,146,pulsed,prepulse,Rotifer
E20A146,A,Testudinella,0,146,pulsed,prepulse,Rotifer
E20A146,A,Trichocerca,0,146,pulsed,prepulse,Rotifer
E20A146,A,Trichotria,0,146,pulsed,prepulse,Rotifer
E20A150,A,Alona,0,150,pulsed,prepulse,SmCladocera
E20A150,A,Alonella,0,150,pulsed,prepulse,SmCladocera
E20A150,A,Bosmina,1.421769588,150,pulsed,prepulse,Bosmina
E20A150,A,Camptocercus,0,150,pulsed,prepulse,LgCladocera
E20A150,A,Ceriodaphnia,0,150,pulsed,prepulse,Ceriodaphnia
E20A150,A,Chydorus,23.0021957,150,pulsed,prepulse,Chydorus
E20A150,A,Daphnia,0,150,pulsed,prepulse,Daphnia
E20A150,A,Daphnia.lumholtzi,0,150,pulsed,prepulse,LgCladocera
E20A150,A,Diaphanosoma,0,150,pulsed,prepulse,LgCladocera
E20A150,A,Graptoleberis,0,150,pulsed,prepulse,LgCladocera
E20A150,A,Leptodora,0,150,pulsed,prepulse,LgCladocera
E20A150,A,Moina,0,150,pulsed,prepulse,LgCladocera
E20A150,A,Pleuroxus,0,150,pulsed,prepulse,SmCladocera
E20A150,A,Scapholeberis,0,150,pulsed,prepulse,LgCladocera
E20A150,A,Simocephalus,0,150,pulsed,prepulse,Simocephalus
E20A150,A,Calanoida,25.58315786,150,pulsed,prepulse,Calanoid
E20A150,A,Cyclopoida,25.55658945,150,pulsed,prepulse,Cyclopoid
E20A150,A,Nauplii,19.76904995,150,pulsed,prepulse,Nauplii
E20A150,A,Anuraeopsis,0,150,pulsed,prepulse,Rotifer
E20A150,A,Ascomorpha,0,150,pulsed,prepulse,Rotifer
E20A150,A,Asplanchna,0,150,pulsed,prepulse,Rotifer
E20A150,A,Asplanchnopus,0,150,pulsed,prepulse,Rotifer
E20A150,A,Brachionus,0,150,pulsed,prepulse,Rotifer
E20A150,A,Conochilus,0,150,pulsed,prepulse,Rotifer
E20A150,A,Euchlanis,0,150,pulsed,prepulse,Rotifer
E20A150,A,Filinia,0,150,pulsed,prepulse,Rotifer
E20A150,A,Gastropus,0,150,pulsed,prepulse,Rotifer
E20A150,A,Hexarthra,0,150,pulsed,prepulse,Rotifer
E20A150,A,Kellicottia,0,150,pulsed,prepulse,Rotifer
E20A150,A,Keratella.cochlearis,0.092052027,150,pulsed,prepulse,Rotifer
E20A150,A,Keratella.quadrata,0,150,pulsed,prepulse,Rotifer
E20A150,A,Lecane,0,150,pulsed,prepulse,Rotifer
E20A150,A,Lepadella,0,150,pulsed,prepulse,Rotifer
E20A150,A,Macrochaetus,0,150,pulsed,prepulse,Rotifer
E20A150,A,Monostyla,0,150,pulsed,prepulse,Rotifer
E20A150,A,Mytilina,0,150,pulsed,prepulse,Rotifer
E20A150,A,Notholca,0,150,pulsed,prepulse,Rotifer
E20A150,A,Platyias,0,150,pulsed,prepulse,Rotifer
E20A150,A,Ploesoma,0,150,pulsed,prepulse,Rotifer
E20A150,A,Polyarthra,0,150,pulsed,prepulse,Rotifer
E20A150,A,Pompholyx,0,150,pulsed,prepulse,Rotifer
E20A150,A,Synchaeta,0,150,pulsed,prepulse,Rotifer
E20A150,A,Testudinella,0,150,pulsed,prepulse,Rotifer
E20A150,A,Trichocerca,0,150,pulsed,prepulse,Rotifer
E20A150,A,Trichotria,0,150,pulsed,prepulse,Rotifer
E20A153,A,Alona,0,153,pulsed,prepulse,SmCladocera
E20A153,A,Alonella,0,153,pulsed,prepulse,SmCladocera
E20A153,A,Bosmina,0,153,pulsed,prepulse,Bosmina
E20A153,A,Camptocercus,0,153,pulsed,prepulse,LgCladocera
E20A153,A,Ceriodaphnia,21.7331843,153,pulsed,prepulse,Ceriodaphnia
E20A153,A,Chydorus,10.95281229,153,pulsed,prepulse,Chydorus
E20A153,A,Daphnia,0,153,pulsed,prepulse,Daphnia
E20A153,A,Daphnia.lumholtzi,0,153,pulsed,prepulse,LgCladocera
E20A153,A,Diaphanosoma,0,153,pulsed,prepulse,LgCladocera
E20A153,A,Graptoleberis,0,153,pulsed,prepulse,LgCladocera
E20A153,A,Leptodora,0,153,pulsed,prepulse,LgCladocera
E20A153,A,Moina,0,153,pulsed,prepulse,LgCladocera
E20A153,A,Pleuroxus,0,153,pulsed,prepulse,SmCladocera
E20A153,A,Scapholeberis,0,153,pulsed,prepulse,LgCladocera
E20A153,A,Simocephalus,0,153,pulsed,prepulse,Simocephalus
E20A153,A,Calanoida,24.62744853,153,pulsed,prepulse,Calanoid
E20A153,A,Cyclopoida,35.03957722,153,pulsed,prepulse,Cyclopoid
E20A153,A,Nauplii,29.92985951,153,pulsed,prepulse,Nauplii
E20A153,A,Anuraeopsis,0,153,pulsed,prepulse,Rotifer
E20A153,A,Ascomorpha,0,153,pulsed,prepulse,Rotifer
E20A153,A,Asplanchna,0,153,pulsed,prepulse,Rotifer
E20A153,A,Asplanchnopus,0,153,pulsed,prepulse,Rotifer
E20A153,A,Brachionus,0,153,pulsed,prepulse,Rotifer
E20A153,A,Conochilus,0,153,pulsed,prepulse,Rotifer
E20A153,A,Euchlanis,0,153,pulsed,prepulse,Rotifer
E20A153,A,Filinia,0,153,pulsed,prepulse,Rotifer
E20A153,A,Gastropus,0,153,pulsed,prepulse,Rotifer
E20A153,A,Hexarthra,0,153,pulsed,prepulse,Rotifer
E20A153,A,Kellicottia,0,153,pulsed,prepulse,Rotifer
E20A153,A,Keratella.cochlearis,0.34758771,153,pulsed,prepulse,Rotifer
E20A153,A,Keratella.quadrata,0.808821062,153,pulsed,prepulse,Rotifer
E20A153,A,Lecane,0.067616793,153,pulsed,prepulse,Rotifer
E20A153,A,Lepadella,0,153,pulsed,prepulse,Rotifer
E20A153,A,Macrochaetus,0,153,pulsed,prepulse,Rotifer
E20A153,A,Monostyla,0,153,pulsed,prepulse,Rotifer
E20A153,A,Mytilina,0,153,pulsed,prepulse,Rotifer
E20A153,A,Notholca,0,153,pulsed,prepulse,Rotifer
E20A153,A,Platyias,0,153,pulsed,prepulse,Rotifer
E20A153,A,Ploesoma,0,153,pulsed,prepulse,Rotifer
E20A153,A,Polyarthra,0.179415581,153,pulsed,prepulse,Rotifer
E20A153,A,Pompholyx,0,153,pulsed,prepulse,Rotifer
E20A153,A,Synchaeta,0,153,pulsed,prepulse,Rotifer
E20A153,A,Testudinella,0,153,pulsed,prepulse,Rotifer
E20A153,A,Trichocerca,0,153,pulsed,prepulse,Rotifer
E20A153,A,Trichotria,0,153,pulsed,prepulse,Rotifer
E20A157,A,Alona,0,157,pulsed,prepulse,SmCladocera
E20A157,A,Alonella,0,157,pulsed,prepulse,SmCladocera
E20A157,A,Bosmina,3.623782214,157,pulsed,prepulse,Bosmina
E20A157,A,Camptocercus,0,157,pulsed,prepulse,LgCladocera
E20A157,A,Ceriodaphnia,0,157,pulsed,prepulse,Ceriodaphnia
E20A157,A,Chydorus,7.147427384,157,pulsed,prepulse,Chydorus
E20A157,A,Daphnia,0,157,pulsed,prepulse,Daphnia
E20A157,A,Daphnia.lumholtzi,0,157,pulsed,prepulse,LgCladocera
E20A157,A,Diaphanosoma,0,157,pulsed,prepulse,LgCladocera
E20A157,A,Graptoleberis,0,157,pulsed,prepulse,LgCladocera
E20A157,A,Leptodora,0,157,pulsed,prepulse,LgCladocera
E20A157,A,Moina,0,157,pulsed,prepulse,LgCladocera
E20A157,A,Pleuroxus,0,157,pulsed,prepulse,SmCladocera
E20A157,A,Scapholeberis,0,157,pulsed,prepulse,LgCladocera
E20A157,A,Simocephalus,0,157,pulsed,prepulse,Simocephalus
E20A157,A,Calanoida,38.78948668,157,pulsed,prepulse,Calanoid
E20A157,A,Cyclopoida,31.57104289,157,pulsed,prepulse,Cyclopoid
E20A157,A,Nauplii,28.7607337,157,pulsed,prepulse,Nauplii
E20A157,A,Anuraeopsis,0,157,pulsed,prepulse,Rotifer
E20A157,A,Ascomorpha,0,157,pulsed,prepulse,Rotifer
E20A157,A,Asplanchna,0,157,pulsed,prepulse,Rotifer
E20A157,A,Asplanchnopus,0,157,pulsed,prepulse,Rotifer
E20A157,A,Brachionus,0,157,pulsed,prepulse,Rotifer
E20A157,A,Conochilus,0,157,pulsed,prepulse,Rotifer
E20A157,A,Euchlanis,0,157,pulsed,prepulse,Rotifer
E20A157,A,Filinia,0,157,pulsed,prepulse,Rotifer
E20A157,A,Gastropus,0,157,pulsed,prepulse,Rotifer
E20A157,A,Hexarthra,0,157,pulsed,prepulse,Rotifer
E20A157,A,Kellicottia,0,157,pulsed,prepulse,Rotifer
E20A157,A,Keratella.cochlearis,0.347764844,157,pulsed,prepulse,Rotifer
E20A157,A,Keratella.quadrata,1.649969921,157,pulsed,prepulse,Rotifer
E20A157,A,Lecane,0,157,pulsed,prepulse,Rotifer
E20A157,A,Lepadella,0,157,pulsed,prepulse,Rotifer
E20A157,A,Macrochaetus,0,157,pulsed,prepulse,Rotifer
E20A157,A,Monostyla,0,157,pulsed,prepulse,Rotifer
E20A157,A,Mytilina,0,157,pulsed,prepulse,Rotifer
E20A157,A,Notholca,0,157,pulsed,prepulse,Rotifer
E20A157,A,Platyias,0,157,pulsed,prepulse,Rotifer
E20A157,A,Ploesoma,0,157,pulsed,prepulse,Rotifer
E20A157,A,Polyarthra,0,157,pulsed,prepulse,Rotifer
E20A157,A,Pompholyx,0,157,pulsed,prepulse,Rotifer
E20A157,A,Synchaeta,0,157,pulsed,prepulse,Rotifer
E20A157,A,Testudinella,0,157,pulsed,prepulse,Rotifer
E20A157,A,Trichocerca,0,157,pulsed,prepulse,Rotifer
E20A157,A,Trichotria,0,157,pulsed,prepulse,Rotifer
E20A160,A,Alona,0,160,pulsed,prepulse,SmCladocera
E20A160,A,Alonella,0.421147274,160,pulsed,prepulse,SmCladocera
E20A160,A,Bosmina,0,160,pulsed,prepulse,Bosmina
E20A160,A,Camptocercus,0,160,pulsed,prepulse,LgCladocera
E20A160,A,Ceriodaphnia,20.93622895,160,pulsed,prepulse,Ceriodaphnia
E20A160,A,Chydorus,5.580605911,160,pulsed,prepulse,Chydorus
E20A160,A,Daphnia,0,160,pulsed,prepulse,Daphnia
E20A160,A,Daphnia.lumholtzi,0,160,pulsed,prepulse,LgCladocera
E20A160,A,Diaphanosoma,0,160,pulsed,prepulse,LgCladocera
E20A160,A,Graptoleberis,0,160,pulsed,prepulse,LgCladocera
E20A160,A,Leptodora,0,160,pulsed,prepulse,LgCladocera
E20A160,A,Moina,0,160,pulsed,prepulse,LgCladocera
E20A160,A,Pleuroxus,0,160,pulsed,prepulse,SmCladocera
E20A160,A,Scapholeberis,0,160,pulsed,prepulse,LgCladocera
E20A160,A,Simocephalus,0,160,pulsed,prepulse,Simocephalus
E20A160,A,Calanoida,1.979060878,160,pulsed,prepulse,Calanoid
E20A160,A,Cyclopoida,3.416441159,160,pulsed,prepulse,Cyclopoid
E20A160,A,Nauplii,10.91191739,160,pulsed,prepulse,Nauplii
E20A160,A,Anuraeopsis,0,160,pulsed,prepulse,Rotifer
E20A160,A,Ascomorpha,0,160,pulsed,prepulse,Rotifer
E20A160,A,Asplanchna,0,160,pulsed,prepulse,Rotifer
E20A160,A,Asplanchnopus,0,160,pulsed,prepulse,Rotifer
E20A160,A,Brachionus,0,160,pulsed,prepulse,Rotifer
E20A160,A,Conochilus,0,160,pulsed,prepulse,Rotifer
E20A160,A,Euchlanis,0,160,pulsed,prepulse,Rotifer
E20A160,A,Filinia,0,160,pulsed,prepulse,Rotifer
E20A160,A,Gastropus,0,160,pulsed,prepulse,Rotifer
E20A160,A,Hexarthra,0,160,pulsed,prepulse,Rotifer
E20A160,A,Kellicottia,0,160,pulsed,prepulse,Rotifer
E20A160,A,Keratella.cochlearis,1.905098557,160,pulsed,prepulse,Rotifer
E20A160,A,Keratella.quadrata,5.642890388,160,pulsed,prepulse,Rotifer
E20A160,A,Lecane,0,160,pulsed,prepulse,Rotifer
E20A160,A,Lepadella,0,160,pulsed,prepulse,Rotifer
E20A160,A,Macrochaetus,0,160,pulsed,prepulse,Rotifer
E20A160,A,Monostyla,0,160,pulsed,prepulse,Rotifer
E20A160,A,Mytilina,0,160,pulsed,prepulse,Rotifer
E20A160,A,Notholca,0,160,pulsed,prepulse,Rotifer
E20A160,A,Platyias,5.483856995,160,pulsed,prepulse,Rotifer
E20A160,A,Ploesoma,0,160,pulsed,prepulse,Rotifer
E20A160,A,Polyarthra,0.195914884,160,pulsed,prepulse,Rotifer
E20A160,A,Pompholyx,0,160,pulsed,prepulse,Rotifer
E20A160,A,Synchaeta,0,160,pulsed,prepulse,Rotifer
E20A160,A,Testudinella,0,160,pulsed,prepulse,Rotifer
E20A160,A,Trichocerca,0,160,pulsed,prepulse,Rotifer
E20A160,A,Trichotria,0,160,pulsed,prepulse,Rotifer
E20A164,A,Alona,0,164,pulsed,prepulse,SmCladocera
E20A164,A,Alonella,0,164,pulsed,prepulse,SmCladocera
E20A164,A,Bosmina,0.918396616,164,pulsed,prepulse,Bosmina
E20A164,A,Camptocercus,0,164,pulsed,prepulse,LgCladocera
E20A164,A,Ceriodaphnia,0,164,pulsed,prepulse,Ceriodaphnia
E20A164,A,Chydorus,68.38560229,164,pulsed,prepulse,Chydorus
E20A164,A,Daphnia,2.019433937,164,pulsed,prepulse,Daphnia
E20A164,A,Daphnia.lumholtzi,0,164,pulsed,prepulse,LgCladocera
E20A164,A,Diaphanosoma,0,164,pulsed,prepulse,LgCladocera
E20A164,A,Graptoleberis,0,164,pulsed,prepulse,LgCladocera
E20A164,A,Leptodora,0,164,pulsed,prepulse,LgCladocera
E20A164,A,Moina,0,164,pulsed,prepulse,LgCladocera
E20A164,A,Pleuroxus,0,164,pulsed,prepulse,SmCladocera
E20A164,A,Scapholeberis,0,164,pulsed,prepulse,LgCladocera
E20A164,A,Simocephalus,0,164,pulsed,prepulse,Simocephalus
E20A164,A,Calanoida,0,164,pulsed,prepulse,Calanoid
E20A164,A,Cyclopoida,16.11054035,164,pulsed,prepulse,Cyclopoid
E20A164,A,Nauplii,4.074039457,164,pulsed,prepulse,Nauplii
E20A164,A,Anuraeopsis,0,164,pulsed,prepulse,Rotifer
E20A164,A,Ascomorpha,0,164,pulsed,prepulse,Rotifer
E20A164,A,Asplanchna,0,164,pulsed,prepulse,Rotifer
E20A164,A,Asplanchnopus,0,164,pulsed,prepulse,Rotifer
E20A164,A,Brachionus,0,164,pulsed,prepulse,Rotifer
E20A164,A,Conochilus,0,164,pulsed,prepulse,Rotifer
E20A164,A,Euchlanis,0,164,pulsed,prepulse,Rotifer
E20A164,A,Filinia,0,164,pulsed,prepulse,Rotifer
E20A164,A,Gastropus,0,164,pulsed,prepulse,Rotifer
E20A164,A,Hexarthra,0,164,pulsed,prepulse,Rotifer
E20A164,A,Kellicottia,0,164,pulsed,prepulse,Rotifer
E20A164,A,Keratella.cochlearis,0.370822332,164,pulsed,prepulse,Rotifer
E20A164,A,Keratella.quadrata,1.414579185,164,pulsed,prepulse,Rotifer
E20A164,A,Lecane,0,164,pulsed,prepulse,Rotifer
E20A164,A,Lepadella,0,164,pulsed,prepulse,Rotifer
E20A164,A,Macrochaetus,0,164,pulsed,prepulse,Rotifer
E20A164,A,Monostyla,0,164,pulsed,prepulse,Rotifer
E20A164,A,Mytilina,0,164,pulsed,prepulse,Rotifer
E20A164,A,Notholca,0,164,pulsed,prepulse,Rotifer
E20A164,A,Platyias,0,164,pulsed,prepulse,Rotifer
E20A164,A,Ploesoma,0,164,pulsed,prepulse,Rotifer
E20A164,A,Polyarthra,0,164,pulsed,prepulse,Rotifer
E20A164,A,Pompholyx,0,164,pulsed,prepulse,Rotifer
E20A164,A,Synchaeta,0,164,pulsed,prepulse,Rotifer
E20A164,A,Testudinella,0,164,pulsed,prepulse,Rotifer
E20A164,A,Trichocerca,0,164,pulsed,prepulse,Rotifer
E20A164,A,Trichotria,0,164,pulsed,prepulse,Rotifer
E20A167,A,Alona,0,167,pulsed,prepulse,SmCladocera
E20A167,A,Alonella,0,167,pulsed,prepulse,SmCladocera
E20A167,A,Bosmina,0,167,pulsed,prepulse,Bosmina
E20A167,A,Camptocercus,0,167,pulsed,prepulse,LgCladocera
E20A167,A,Ceriodaphnia,0,167,pulsed,prepulse,Ceriodaphnia
E20A167,A,Chydorus,8.064854021,167,pulsed,prepulse,Chydorus
E20A167,A,Daphnia,5.382945802,167,pulsed,prepulse,Daphnia
E20A167,A,Daphnia.lumholtzi,0,167,pulsed,prepulse,LgCladocera
E20A167,A,Diaphanosoma,0,167,pulsed,prepulse,LgCladocera
E20A167,A,Graptoleberis,0,167,pulsed,prepulse,LgCladocera
E20A167,A,Leptodora,0,167,pulsed,prepulse,LgCladocera
E20A167,A,Moina,0,167,pulsed,prepulse,LgCladocera
E20A167,A,Pleuroxus,0,167,pulsed,prepulse,SmCladocera
E20A167,A,Scapholeberis,0,167,pulsed,prepulse,LgCladocera
E20A167,A,Simocephalus,0,167,pulsed,prepulse,Simocephalus
E20A167,A,Calanoida,0,167,pulsed,prepulse,Calanoid
E20A167,A,Cyclopoida,0,167,pulsed,prepulse,Cyclopoid
E20A167,A,Nauplii,7.52215232,167,pulsed,prepulse,Nauplii
E20A167,A,Anuraeopsis,0,167,pulsed,prepulse,Rotifer
E20A167,A,Ascomorpha,0,167,pulsed,prepulse,Rotifer
E20A167,A,Asplanchna,0,167,pulsed,prepulse,Rotifer
E20A167,A,Asplanchnopus,0,167,pulsed,prepulse,Rotifer
E20A167,A,Brachionus,0,167,pulsed,prepulse,Rotifer
E20A167,A,Conochilus,0,167,pulsed,prepulse,Rotifer
E20A167,A,Euchlanis,0,167,pulsed,prepulse,Rotifer
E20A167,A,Filinia,0,167,pulsed,prepulse,Rotifer
E20A167,A,Gastropus,0,167,pulsed,prepulse,Rotifer
E20A167,A,Hexarthra,0,167,pulsed,prepulse,Rotifer
E20A167,A,Kellicottia,0,167,pulsed,prepulse,Rotifer
E20A167,A,Keratella.cochlearis,1.295054536,167,pulsed,prepulse,Rotifer
E20A167,A,Keratella.quadrata,4.392180793,167,pulsed,prepulse,Rotifer
E20A167,A,Lecane,0,167,pulsed,prepulse,Rotifer
E20A167,A,Lepadella,0,167,pulsed,prepulse,Rotifer
E20A167,A,Macrochaetus,0,167,pulsed,prepulse,Rotifer
E20A167,A,Monostyla,0,167,pulsed,prepulse,Rotifer
E20A167,A,Mytilina,0,167,pulsed,prepulse,Rotifer
E20A167,A,Notholca,0,167,pulsed,prepulse,Rotifer
E20A167,A,Platyias,0,167,pulsed,prepulse,Rotifer
E20A167,A,Ploesoma,0,167,pulsed,prepulse,Rotifer
E20A167,A,Polyarthra,0,167,pulsed,prepulse,Rotifer
E20A167,A,Pompholyx,0.049748636,167,pulsed,prepulse,Rotifer
E20A167,A,Synchaeta,0,167,pulsed,prepulse,Rotifer
E20A167,A,Testudinella,0,167,pulsed,prepulse,Rotifer
E20A167,A,Trichocerca,0,167,pulsed,prepulse,Rotifer
E20A167,A,Trichotria,0,167,pulsed,prepulse,Rotifer
E20A171,A,Alona,0,171,pulsed,prepulse,SmCladocera
E20A171,A,Alonella,0,171,pulsed,prepulse,SmCladocera
E20A171,A,Bosmina,0,171,pulsed,prepulse,Bosmina
E20A171,A,Camptocercus,0,171,pulsed,prepulse,LgCladocera
E20A171,A,Ceriodaphnia,0,171,pulsed,prepulse,Ceriodaphnia
E20A171,A,Chydorus,0,171,pulsed,prepulse,Chydorus
E20A171,A,Daphnia,0,171,pulsed,prepulse,Daphnia
E20A171,A,Daphnia.lumholtzi,0,171,pulsed,prepulse,LgCladocera
E20A171,A,Diaphanosoma,0,171,pulsed,prepulse,LgCladocera
E20A171,A,Graptoleberis,0,171,pulsed,prepulse,LgCladocera
E20A171,A,Leptodora,0,171,pulsed,prepulse,LgCladocera
E20A171,A,Moina,0,171,pulsed,prepulse,LgCladocera
E20A171,A,Pleuroxus,0,171,pulsed,prepulse,SmCladocera
E20A171,A,Scapholeberis,0,171,pulsed,prepulse,LgCladocera
E20A171,A,Simocephalus,0,171,pulsed,prepulse,Simocephalus
E20A171,A,Calanoida,65.17750223,171,pulsed,prepulse,Calanoid
E20A171,A,Cyclopoida,0,171,pulsed,prepulse,Cyclopoid
E20A171,A,Nauplii,4.911350624,171,pulsed,prepulse,Nauplii
E20A171,A,Anuraeopsis,0,171,pulsed,prepulse,Rotifer
E20A171,A,Ascomorpha,0,171,pulsed,prepulse,Rotifer
E20A171,A,Asplanchna,0,171,pulsed,prepulse,Rotifer
E20A171,A,Asplanchnopus,0,171,pulsed,prepulse,Rotifer
E20A171,A,Brachionus,0,171,pulsed,prepulse,Rotifer
E20A171,A,Conochilus,0,171,pulsed,prepulse,Rotifer
E20A171,A,Euchlanis,0,171,pulsed,prepulse,Rotifer
E20A171,A,Filinia,0,171,pulsed,prepulse,Rotifer
E20A171,A,Gastropus,0,171,pulsed,prepulse,Rotifer
E20A171,A,Hexarthra,0,171,pulsed,prepulse,Rotifer
E20A171,A,Kellicottia,0,171,pulsed,prepulse,Rotifer
E20A171,A,Keratella.cochlearis,0.631301574,171,pulsed,prepulse,Rotifer
E20A171,A,Keratella.quadrata,6.265933362,171,pulsed,prepulse,Rotifer
E20A171,A,Lecane,0,171,pulsed,prepulse,Rotifer
E20A171,A,Lepadella,0,171,pulsed,prepulse,Rotifer
E20A171,A,Macrochaetus,0,171,pulsed,prepulse,Rotifer
E20A171,A,Monostyla,0,171,pulsed,prepulse,Rotifer
E20A171,A,Mytilina,0,171,pulsed,prepulse,Rotifer
E20A171,A,Notholca,0,171,pulsed,prepulse,Rotifer
E20A171,A,Platyias,0,171,pulsed,prepulse,Rotifer
