sampleid,pond_id,taxon,biomass,doy,treatment,period,group
E20A143,A,Platyias,0,143,pulsed,prepulse,Rotifer
E20A143,A,Ploesoma,0,143,pulsed,prepulse,Rotifer
E20A143,A,Polyarthra,0,143,pulsed,prepulse,Rotifer
E20A143,A,Pompholyx,0,143,pulsed,prepulse,Rotifer
E20A143,A,Synchaeta,0,143,pulsed,prepulse,Rotifer
E20A143,A,Testudinella,0,143,pulsed,prepulse,Rotifer
E20A143,A,Trichocerca,0,143,pulsed,prepulse,Rotifer
E20A143,A,Trichotria,0,143,pulsed,prepulse,Rotifer
E20A143,A,Ostracod,0,143,pulsed,prepulse,Ostracod
E20A150,A,Alona,0,150,pulsed,prepulse,SmCladocera
E20A150,A,Alonella,0,150,pulsed,prepulse,SmCladocera
E20A150,A,Bosmina,0.587252655966175,150,pulsed,prepulse,Bosmina
E20A150,A,Camptocercus,0,150,pulsed,prepulse,LgCladocera
E20A150,A,Ceriodaphnia,0,150,pulsed,prepulse,Ceriodaphnia
E20A150,A,Chydorus,9.50090691843967,150,pulsed,prepulse,Chydorus
E20A150,A,Daphnia,0,150,pulsed,prepulse,Daphnia
E20A150,A,Daphnia.lumholtzi,0,150,pulsed,prepulse,LgCladocera
E20A150,A,Diaphanosoma,0,150,pulsed,prepulse,LgCladocera
E20A150,A,Graptoleberis,0,150,pulsed,prepulse,LgCladocera
E20A150,A,Leptodora,0,150,pulsed,prepulse,LgCladocera
E20A150,A,Moina,0,150,pulsed,prepulse,LgCladocera
E20A150,A,Pleuroxus,0,150,pulsed,prepulse,SmCladocera
E20A150,A,Scapholeberis,0,150,pulsed,prepulse,LgCladocera
E20A150,A,Simocephalus,0,150,pulsed,prepulse,Simocephalus
E20A150,A,Calanoida,10.5669565074752,150,pulsed,prepulse,Calanoid
E20A150,A,Cyclopoida,10.555982600028,150,pulsed,prepulse,Cyclopoid
E20A150,A,Nauplii,8.16547715459645,150,pulsed,prepulse,Nauplii
E20A150,A,Anuraeopsis,0,150,pulsed,prepulse,Rotifer
E20A150,A,Ascomorpha,0,150,pulsed,prepulse,Rotifer
E20A150,A,Asplanchna,0,150,pulsed,prepulse,Rotifer
E20A150,A,Asplanchnopus,0,150,pulsed,prepulse,Rotifer
E20A150,A,Brachionus,0,150,pulsed,prepulse,Rotifer
E20A150,A,Conochilus,0,150,pulsed,prepulse,Rotifer
E20A150,A,Euchlanis,0,150,pulsed,prepulse,Rotifer
E20A150,A,Filinia,0,150,pulsed,prepulse,Rotifer
E20A150,A,Gastropus,0,150,pulsed,prepulse,Rotifer
E20A150,A,Hexarthra,0,150,pulsed,prepulse,Rotifer
E20A150,A,Kellicottia,0,150,pulsed,prepulse,Rotifer
E20A150,A,Keratella.cochlearis,0.0380214894920496,150,pulsed,prepulse,Rotifer
E20A150,A,Keratella.quadrata,0,150,pulsed,prepulse,Rotifer
E20A150,A,Lecane,0,150,pulsed,prepulse,Rotifer
E20A150,A,Lepadella,0,150,pulsed,prepulse,Rotifer
E20A150,A,Macrochaetus,0,150,pulsed,prepulse,Rotifer
E20A150,A,Monostyla,0,150,pulsed,prepulse,Rotifer
E20A150,A,Mytilina,0,150,pulsed,prepulse,Rotifer
E20A150,A,Notholca,0,150,pulsed,prepulse,Rotifer
E20A150,A,Platyias,0,150,pulsed,prepulse,Rotifer
E20A150,A,Ploesoma,0,150,pulsed,prepulse,Rotifer
E20A150,A,Polyarthra,0,150,pulsed,prepulse,Rotifer
E20A150,A,Pompholyx,0,150,pulsed,prepulse,Rotifer
E20A150,A,Synchaeta,0,150,pulsed,prepulse,Rotifer
E20A150,A,Testudinella,0,150,pulsed,prepulse,Rotifer
E20A150,A,Trichocerca,0,150,pulsed,prepulse,Rotifer
E20A150,A,Trichotria,0,150,pulsed,prepulse,Rotifer
E20A150,A,Ostracod,0,150,pulsed,prepulse,Ostracod
E20A157,A,Alona,0,157,pulsed,prepulse,SmCladocera
E20A157,A,Alonella,0,157,pulsed,prepulse,SmCladocera
E20A157,A,Bosmina,0.459012413785585,157,pulsed,prepulse,Bosmina
E20A157,A,Camptocercus,0,157,pulsed,prepulse,LgCladocera
E20A157,A,Ceriodaphnia,0,157,pulsed,prepulse,Ceriodaphnia
E20A157,A,Chydorus,0.679005601449257,157,pulsed,prepulse,Chydorus
E20A157,A,Daphnia,0,157,pulsed,prepulse,Daphnia
E20A157,A,Daphnia.lumholtzi,0,157,pulsed,prepulse,LgCladocera
E20A157,A,Diaphanosoma,0,157,pulsed,prepulse,LgCladocera
E20A157,A,Graptoleberis,0,157,pulsed,prepulse,LgCladocera
E20A157,A,Leptodora,0,157,pulsed,prepulse,LgCladocera
E20A157,A,Moina,0,157,pulsed,prepulse,LgCladocera
E20A157,A,Pleuroxus,0,157,pulsed,prepulse,SmCladocera
E20A157,A,Scapholeberis,0,157,pulsed,prepulse,LgCladocera
E20A157,A,Simocephalus,0,157,pulsed,prepulse,Simocephalus
E20A157,A,Calanoida,3.68500123485859,157,pulsed,prepulse,Calanoid
E20A157,A,Cyclopoida,2.99924907462945,157,pulsed,prepulse,Cyclopoid
E20A157,A,Nauplii,2.73226970106413,157,pulsed,prepulse,Nauplii
E20A157,A,Anuraeopsis,0,157,pulsed,prepulse,Rotifer
E20A157,A,Ascomorpha,0,157,pulsed,prepulse,Rotifer
E20A157,A,Asplanchna,0,157,pulsed,prepulse,Rotifer
E20A157,A,Asplanchnopus,0,157,pulsed,prepulse,Rotifer
E20A157,A,Brachionus,0,157,pulsed,prepulse,Rotifer
E20A157,A,Conochilus,0,157,pulsed,prepulse,Rotifer
E20A157,A,Euchlanis,0,157,pulsed,prepulse,Rotifer
E20A157,A,Filinia,0,157,pulsed,prepulse,Rotifer
E20A157,A,Gastropus,0,157,pulsed,prepulse,Rotifer
E20A157,A,Hexarthra,0,157,pulsed,prepulse,Rotifer
E20A157,A,Kellicottia,0,157,pulsed,prepulse,Rotifer
E20A157,A,Keratella.cochlearis,0.0330376601509451,157,pulsed,prepulse,Rotifer
E20A157,A,Keratella.quadrata,0.15674714246692,157,pulsed,prepulse,Rotifer
E20A157,A,Lecane,0,157,pulsed,prepulse,Rotifer
E20A157,A,Lepadella,0,157,pulsed,prepulse,Rotifer
E20A157,A,Macrochaetus,0,157,pulsed,prepulse,Rotifer
E20A157,A,Monostyla,0,157,pulsed,prepulse,Rotifer
E20A157,A,Mytilina,0,157,pulsed,prepulse,Rotifer
E20A157,A,Notholca,0,157,pulsed,prepulse,Rotifer
E20A157,A,Platyias,0,157,pulsed,prepulse,Rotifer
E20A157,A,Ploesoma,0,157,pulsed,prepulse,Rotifer
E20A157,A,Polyarthra,0,157,pulsed,prepulse,Rotifer
E20A157,A,Pompholyx,0,157,pulsed,prepulse,Rotifer
E20A157,A,Synchaeta,0,157,pulsed,prepulse,Rotifer
E20A157,A,Testudinella,0,157,pulsed,prepulse,Rotifer
E20A157,A,Trichocerca,0,157,pulsed,prepulse,Rotifer
E20A157,A,Trichotria,0,157,pulsed,prepulse,Rotifer
E20A157,A,Ostracod,0,157,pulsed,prepulse,Ostracod
E20A164,A,Alona,0,164,pulsed,prepulse,SmCladocera
E20A164,A,Alonella,0,164,pulsed,prepulse,SmCladocera
E20A164,A,Bosmina,0.623197703725234,164,pulsed,prepulse,Bosmina
E20A164,A,Camptocercus,0,164,pulsed,prepulse,LgCladocera
E20A164,A,Ceriodaphnia,0,164,pulsed,prepulse,Ceriodaphnia
E20A164,A,Chydorus,46.404515842122,164,pulsed,prepulse,Chydorus
E20A164,A,Daphnia,1.09626413740074,164,pulsed,prepulse,Daphnia
E20A164,A,Daphnia.lumholtzi,0,164,pulsed,prepulse,LgCladocera
E20A164,A,Diaphanosoma,0,164,pulsed,prepulse,LgCladocera
E20A164,A,Graptoleberis,0,164,pulsed,prepulse,LgCladocera
E20A164,A,Leptodora,0,164,pulsed,prepulse,LgCladocera
E20A164,A,Moina,0,164,pulsed,prepulse,LgCladocera
E20A164,A,Pleuroxus,0,164,pulsed,prepulse,SmCladocera
E20A164,A,Scapholeberis,0,164,pulsed,prepulse,LgCladocera
E20A164,A,Simocephalus,0,164,pulsed,prepulse,Simocephalus
E20A164,A,Calanoida,0,164,pulsed,prepulse,Calanoid
E20A164,A,Cyclopoida,8.74572190163231,164,pulsed,prepulse,Cyclopoid
E20A164,A,Nauplii,2.21162141944397,164,pulsed,prepulse,Nauplii
E20A164,A,Anuraeopsis,0,164,pulsed,prepulse,Rotifer
E20A164,A,Ascomorpha,0,164,pulsed,prepulse,Rotifer
E20A164,A,Asplanchna,0,164,pulsed,prepulse,Rotifer
E20A164,A,Asplanchnopus,0,164,pulsed,prepulse,Rotifer
E20A164,A,Brachionus,0,164,pulsed,prepulse,Rotifer
E20A164,A,Conochilus,0,164,pulsed,prepulse,Rotifer
E20A164,A,Euchlanis,0,164,pulsed,prepulse,Rotifer
E20A164,A,Filinia,0,164,pulsed,prepulse,Rotifer
E20A164,A,Gastropus,0,164,pulsed,prepulse,Rotifer
E20A164,A,Hexarthra,0,164,pulsed,prepulse,Rotifer
E20A164,A,Kellicottia,0,164,pulsed,prepulse,Rotifer
E20A164,A,Keratella.cochlearis,0.20130355144269,164,pulsed,prepulse,Rotifer
E20A164,A,Keratella.quadrata,0.767914414979469,164,pulsed,prepulse,Rotifer
E20A164,A,Lecane,0,164,pulsed,prepulse,Rotifer
E20A164,A,Lepadella,0,164,pulsed,prepulse,Rotifer
E20A164,A,Macrochaetus,0,164,pulsed,prepulse,Rotifer
E20A164,A,Monostyla,0,164,pulsed,prepulse,Rotifer
E20A164,A,Mytilina,0,164,pulsed,prepulse,Rotifer
E20A164,A,Notholca,0,164,pulsed,prepulse,Rotifer
E20A164,A,Platyias,0,164,pulsed,prepulse,Rotifer
E20A164,A,Ploesoma,0,164,pulsed,prepulse,Rotifer
E20A164,A,Polyarthra,0,164,pulsed,prepulse,Rotifer
E20A164,A,Pompholyx,0,164,pulsed,prepulse,Rotifer
E20A164,A,Synchaeta,0,164,pulsed,prepulse,Rotifer
E20A164,A,Testudinella,0,164,pulsed,prepulse,Rotifer
E20A164,A,Trichocerca,0,164,pulsed,prepulse,Rotifer
E20A164,A,Trichotria,0,164,pulsed,prepulse,Rotifer
E20A164,A,Ostracod,0,164,pulsed,prepulse,Ostracod
E20A171,A,Alona,0,171,pulsed,prepulse,SmCladocera
E20A171,A,Alonella,0,171,pulsed,prepulse,SmCladocera
E20A171,A,Bosmina,0,171,pulsed,prepulse,Bosmina
E20A171,A,Camptocercus,0,171,pulsed,prepulse,LgCladocera
E20A171,A,Ceriodaphnia,0,171,pulsed,prepulse,Ceriodaphnia
E20A171,A,Chydorus,0,171,pulsed,prepulse,Chydorus
E20A171,A,Daphnia,0,171,pulsed,prepulse,Daphnia
E20A171,A,Daphnia.lumholtzi,0,171,pulsed,prepulse,LgCladocera
E20A171,A,Diaphanosoma,0,171,pulsed,prepulse,LgCladocera
E20A171,A,Graptoleberis,0,171,pulsed,prepulse,LgCladocera
E20A171,A,Leptodora,0,171,pulsed,prepulse,LgCladocera
E20A171,A,Moina,0,171,pulsed,prepulse,LgCladocera
E20A171,A,Pleuroxus,0,171,pulsed,prepulse,SmCladocera
E20A171,A,Scapholeberis,0,171,pulsed,prepulse,LgCladocera
E20A171,A,Simocephalus,0,171,pulsed,prepulse,Simocephalus
E20A171,A,Calanoida,40.968715686776,171,pulsed,prepulse,Calanoid
E20A171,A,Cyclopoida,0,171,pulsed,prepulse,Cyclopoid
E20A171,A,Nauplii,3.08713467768422,171,pulsed,prepulse,Nauplii
E20A171,A,Anuraeopsis,0,171,pulsed,prepulse,Rotifer
E20A171,A,Ascomorpha,0,171,pulsed,prepulse,Rotifer
E20A171,A,Asplanchna,0,171,pulsed,prepulse,Rotifer
E20A171,A,Asplanchnopus,0,171,pulsed,prepulse,Rotifer
E20A171,A,Brachionus,0,171,pulsed,prepulse,Rotifer
E20A171,A,Conochilus,0,171,pulsed,prepulse,Rotifer
E20A171,A,Euchlanis,0,171,pulsed,prepulse,Rotifer
E20A171,A,Filinia,0,171,pulsed,prepulse,Rotifer
E20A171,A,Gastropus,0,171,pulsed,prepulse,Rotifer
E20A171,A,Hexarthra,0,171,pulsed,prepulse,Rotifer
E20A171,A,Kellicottia,0,171,pulsed,prepulse,Rotifer
E20A171,A,Keratella.cochlearis,0.396818132417076,171,pulsed,prepulse,Rotifer
E20A171,A,Keratella.quadrata,3.93858668462066,171,pulsed,prepulse,Rotifer
E20A171,A,Lecane,0,171,pulsed,prepulse,Rotifer
E20A171,A,Lepadella,0,171,pulsed,prepulse,Rotifer
E20A171,A,Macrochaetus,0,171,pulsed,prepulse,Rotifer
E20A171,A,Monostyla,0,171,pulsed,prepulse,Rotifer
E20A171,A,Mytilina,0,171,pulsed,prepulse,Rotifer
E20A171,A,Notholca,0,171,pulsed,prepulse,Rotifer
E20A171,A,Platyias,0,171,pulsed,prepulse,Rotifer
E20A171,A,Ploesoma,0,171,pulsed,prepulse,Rotifer
E20A171,A,Polyarthra,0.0420655335985841,171,pulsed,prepulse,Rotifer
E20A171,A,Pompholyx,0,171,pulsed,prepulse,Rotifer
E20A171,A,Synchaeta,0,171,pulsed,prepulse,Rotifer
E20A171,A,Testudinella,0,171,pulsed,prepulse,Rotifer
E20A171,A,Trichocerca,0,171,pulsed,prepulse,Rotifer
E20A171,A,Trichotria,0,171,pulsed,prepulse,Rotifer
E20A171,A,Ostracod,0,171,pulsed,prepulse,Ostracod
E20A178,A,Alona,0,178,pulsed,postpulse1,SmCladocera
E20A178,A,Alonella,0,178,pulsed,postpulse1,SmCladocera
E20A178,A,Bosmina,0,178,pulsed,postpulse1,Bosmina
E20A178,A,Camptocercus,0,178,pulsed,postpulse1,LgCladocera
E20A178,A,Ceriodaphnia,0,178,pulsed,postpulse1,Ceriodaphnia
E20A178,A,Chydorus,0,178,pulsed,postpulse1,Chydorus
E20A178,A,Daphnia,0,178,pulsed,postpulse1,Daphnia
E20A178,A,Daphnia.lumholtzi,0,178,pulsed,postpulse1,LgCladocera
E20A178,A,Diaphanosoma,0,178,pulsed,postpulse1,LgCladocera
E20A178,A,Graptoleberis,0,178,pulsed,postpulse1,LgCladocera
E20A178,A,Leptodora,0,178,pulsed,postpulse1,LgCladocera
E20A178,A,Moina,0,178,pulsed,postpulse1,LgCladocera
E20A178,A,Pleuroxus,0,178,pulsed,postpulse1,SmCladocera
E20A178,A,Scapholeberis,0,178,pulsed,postpulse1,LgCladocera
E20A178,A,Simocephalus,0,178,pulsed,postpulse1,Simocephalus
E20A178,A,Calanoida,20.1377386206365,178,pulsed,postpulse1,Calanoid
E20A178,A,Cyclopoida,0,178,pulsed,postpulse1,Cyclopoid
E20A178,A,Nauplii,2.42475478100766,178,pulsed,postpulse1,Nauplii
E20A178,A,Anuraeopsis,0,178,pulsed,postpulse1,Rotifer
E20A178,A,Ascomorpha,0,178,pulsed,postpulse1,Rotifer
E20A178,A,Asplanchna,0,178,pulsed,postpulse1,Rotifer
E20A178,A,Asplanchnopus,0,178,pulsed,postpulse1,Rotifer
E20A178,A,Brachionus,0,178,pulsed,postpulse1,Rotifer
E20A178,A,Conochilus,0,178,pulsed,postpulse1,Rotifer
E20A178,A,Euchlanis,0,178,pulsed,postpulse1,Rotifer
E20A178,A,Filinia,0,178,pulsed,postpulse1,Rotifer
E20A178,A,Gastropus,0,178,pulsed,postpulse1,Rotifer
E20A178,A,Hexarthra,0,178,pulsed,postpulse1,Rotifer
E20A178,A,Kellicottia,0,178,pulsed,postpulse1,Rotifer
E20A178,A,Keratella.cochlearis,1.02161651279779,178,pulsed,postpulse1,Rotifer
E20A178,A,Keratella.quadrata,4.92113173495727,178,pulsed,postpulse1,Rotifer
E20A178,A,Lecane,0,178,pulsed,postpulse1,Rotifer
E20A178,A,Lepadella,0,178,pulsed,postpulse1,Rotifer
E20A178,A,Macrochaetus,0,178,pulsed,postpulse1,Rotifer
E20A178,A,Monostyla,0,178,pulsed,postpulse1,Rotifer
E20A178,A,Mytilina,0,178,pulsed,postpulse1,Rotifer
E20A178,A,Notholca,0,178,pulsed,postpulse1,Rotifer
E20A178,A,Platyias,0,178,pulsed,postpulse1,Rotifer
E20A178,A,Ploesoma,0,178,pulsed,postpulse1,Rotifer
E20A178,A,Polyarthra,0.0276530726357522,178,pulsed,postpulse1,Rotifer
E20A178,A,Pompholyx,0,178,pulsed,postpulse1,Rotifer
E20A178,A,Synchaeta,0,178,pulsed,postpulse1,Rotifer
E20A178,A,Testudinella,0,178,pulsed,postpulse1,Rotifer
E20A178,A,Trichocerca,0,178,pulsed,postpulse1,Rotifer
E20A178,A,Trichotria,0,178,pulsed,postpulse1,Rotifer
E20A178,A,Ostracod,0,178,pulsed,postpulse1,Ostracod
E20A185,A,Alona,0,185,pulsed,postpulse1,SmCladocera
E20A185,A,Alonella,0,185,pulsed,postpulse1,SmCladocera
E20A185,A,Bosmina,0,185,pulsed,postpulse1,Bosmina
E20A185,A,Camptocercus,0,185,pulsed,postpulse1,LgCladocera
E20A185,A,Ceriodaphnia,0,185,pulsed,postpulse1,Ceriodaphnia
E20A185,A,Chydorus,1.51980874240967,185,pulsed,postpulse1,Chydorus
E20A185,A,Daphnia,0,185,pulsed,postpulse1,Daphnia
E20A185,A,Daphnia.lumholtzi,0,185,pulsed,postpulse1,LgCladocera
E20A185,A,Diaphanosoma,0,185,pulsed,postpulse1,LgCladocera
E20A185,A,Graptoleberis,0,185,pulsed,postpulse1,LgCladocera
E20A185,A,Leptodora,0,185,pulsed,postpulse1,LgCladocera
E20A185,A,Moina,0,185,pulsed,postpulse1,LgCladocera
E20A185,A,Pleuroxus,0,185,pulsed,postpulse1,SmCladocera
E20A185,A,Scapholeberis,0,185,pulsed,postpulse1,LgCladocera
E20A185,A,Simocephalus,0,185,pulsed,postpulse1,Simocephalus
E20A185,A,Calanoida,25.7622798374743,185,pulsed,postpulse1,Calanoid
E20A185,A,Cyclopoida,0.824376995477782,185,pulsed,postpulse1,Cyclopoid
E20A185,A,Nauplii,10.021544871519,185,pulsed,postpulse1,Nauplii
E20A185,A,Anuraeopsis,0,185,pulsed,postpulse1,Rotifer
E20A185,A,Ascomorpha,0,185,pulsed,postpulse1,Rotifer
E20A185,A,Asplanchna,0,185,pulsed,postpulse1,Rotifer
E20A185,A,Asplanchnopus,0,185,pulsed,postpulse1,Rotifer
E20A185,A,Brachionus,0,185,pulsed,postpulse1,Rotifer
E20A185,A,Conochilus,0,185,pulsed,postpulse1,Rotifer
E20A185,A,Euchlanis,0,185,pulsed,postpulse1,Rotifer
E20A185,A,Filinia,0,185,pulsed,postpulse1,Rotifer
E20A185,A,Gastropus,0,185,pulsed,postpulse1,Rotifer
E20A185,A,Hexarthra,0,185,pulsed,postpulse1,Rotifer
E20A185,A,Kellicottia,0,185,pulsed,postpulse1,Rotifer
E20A185,A,Keratella.cochlearis,0.0886785466810124,185,pulsed,postpulse1,Rotifer
E20A185,A,Keratella.quadrata,0.456673909428584,185,pulsed,postpulse1,Rotifer
E20A185,A,Lecane,0,185,pulsed,postpulse1,Rotifer
E20A185,A,Lepadella,0,185,pulsed,postpulse1,Rotifer
E20A185,A,Macrochaetus,0,185,pulsed,postpulse1,Rotifer
E20A185,A,Monostyla,0,185,pulsed,postpulse1,Rotifer
E20A185,A,Mytilina,0,185,pulsed,postpulse1,Rotifer
E20A185,A,Notholca,0,185,pulsed,postpulse1,Rotifer
E20A185,A,Platyias,0,185,pulsed,postpulse1,Rotifer
E20A185,A,Ploesoma,0,185,pulsed,postpulse1,Rotifer
E20A185,A,Polyarthra,0.282225625801062,185,pulsed,postpulse1,Rotifer
E20A185,A,Pompholyx,0,185,pulsed,postpulse1,Rotifer
E20A185,A,Synchaeta,0,185,pulsed,postpulse1,Rotifer
E20A185,A,Testudinella,0,185,pulsed,postpulse1,Rotifer
E20A185,A,Trichocerca,0,185,pulsed,postpulse1,Rotifer
E20A185,A,Trichotria,0,185,pulsed,postpulse1,Rotifer
E20A185,A,Ostracod,0,185,pulsed,postpulse1,Ostracod
E20A188,A,Alona,0,188,pulsed,postpulse1,SmCladocera
E20A188,A,Alonella,0,188,pulsed,postpulse1,SmCladocera
E20A188,A,Bosmina,0,188,pulsed,postpulse1,Bosmina
E20A188,A,Camptocercus,0,188,pulsed,postpulse1,LgCladocera
E20A188,A,Ceriodaphnia,0,188,pulsed,postpulse1,Ceriodaphnia
E20A188,A,Chydorus,0,188,pulsed,postpulse1,Chydorus
E20A188,A,Daphnia,0,188,pulsed,postpulse1,Daphnia
E20A188,A,Daphnia.lumholtzi,0,188,pulsed,postpulse1,LgCladocera
E20A188,A,Diaphanosoma,0,188,pulsed,postpulse1,LgCladocera
E20A188,A,Graptoleberis,0,188,pulsed,postpulse1,LgCladocera
E20A188,A,Leptodora,0,188,pulsed,postpulse1,LgCladocera
E20A188,A,Moina,0,188,pulsed,postpulse1,LgCladocera
E20A188,A,Pleuroxus,0,188,pulsed,postpulse1,SmCladocera
E20A188,A,Scapholeberis,0,188,pulsed,postpulse1,LgCladocera
E20A188,A,Simocephalus,0,188,pulsed,postpulse1,Simocephalus
E20A188,A,Calanoida,0,188,pulsed,postpulse1,Calanoid
E20A188,A,Cyclopoida,0,188,pulsed,postpulse1,Cyclopoid
E20A188,A,Nauplii,1.15168441833354,188,pulsed,postpulse1,Nauplii
E20A188,A,Anuraeopsis,0,188,pulsed,postpulse1,Rotifer
E20A188,A,Ascomorpha,0,188,pulsed,postpulse1,Rotifer
E20A188,A,Asplanchna,0,188,pulsed,postpulse1,Rotifer
E20A188,A,Asplanchnopus,0,188,pulsed,postpulse1,Rotifer
E20A188,A,Brachionus,0,188,pulsed,postpulse1,Rotifer
E20A188,A,Conochilus,0,188,pulsed,postpulse1,Rotifer
E20A188,A,Euchlanis,0,188,pulsed,postpulse1,Rotifer
E20A188,A,Filinia,0,188,pulsed,postpulse1,Rotifer
E20A188,A,Gastropus,0,188,pulsed,postpulse1,Rotifer
E20A188,A,Hexarthra,0,188,pulsed,postpulse1,Rotifer
E20A188,A,Kellicottia,0,188,pulsed,postpulse1,Rotifer
E20A188,A,Keratella.cochlearis,0.0441174842904156,188,pulsed,postpulse1,Rotifer
E20A188,A,Keratella.quadrata,0.183965709318076,188,pulsed,postpulse1,Rotifer
E20A188,A,Lecane,0,188,pulsed,postpulse1,Rotifer
E20A188,A,Lepadella,0,188,pulsed,postpulse1,Rotifer
E20A188,A,Macrochaetus,0,188,pulsed,postpulse1,Rotifer
E20A188,A,Monostyla,0,188,pulsed,postpulse1,Rotifer
E20A188,A,Mytilina,0,188,pulsed,postpulse1,Rotifer
E20A188,A,Notholca,0,188,pulsed,postpulse1,Rotifer
E20A188,A,Platyias,0,188,pulsed,postpulse1,Rotifer
E20A188,A,Ploesoma,0,188,pulsed,postpulse1,Rotifer
E20A188,A,Polyarthra,0.171533115769395,188,pulsed,postpulse1,Rotifer
E20A188,A,Pompholyx,0.0310490482445989,188,pulsed,postpulse1,Rotifer
E20A188,A,Synchaeta,0,188,pulsed,postpulse1,Rotifer
E20A188,A,Testudinella,0,188,pulsed,postpulse1,Rotifer
E20A188,A,Trichocerca,0,188,pulsed,postpulse1,Rotifer
E20A188,A,Trichotria,0,188,pulsed,postpulse1,Rotifer
E20A188,A,Ostracod,0,188,pulsed,postpulse1,Ostracod
E20A199,A,Alona,0,199,pulsed,postpulse1,SmCladocera
E20A199,A,Alonella,0,199,pulsed,postpulse1,SmCladocera
E20A199,A,Bosmina,0,199,pulsed,postpulse1,Bosmina
E20A199,A,Camptocercus,0,199,pulsed,postpulse1,LgCladocera
E20A199,A,Ceriodaphnia,0,199,pulsed,postpulse1,Ceriodaphnia
E20A199,A,Chydorus,0,199,pulsed,postpulse1,Chydorus
E20A199,A,Daphnia,0,199,pulsed,postpulse1,Daphnia
E20A199,A,Daphnia.lumholtzi,0,199,pulsed,postpulse1,LgCladocera
E20A199,A,Diaphanosoma,0,199,pulsed,postpulse1,LgCladocera
E20A199,A,Graptoleberis,0,199,pulsed,postpulse1,LgCladocera
E20A199,A,Leptodora,0,199,pulsed,postpulse1,LgCladocera
E20A199,A,Moina,0,199,pulsed,postpulse1,LgCladocera
E20A199,A,Pleuroxus,0,199,pulsed,postpulse1,SmCladocera
E20A199,A,Scapholeberis,0,199,pulsed,postpulse1,LgCladocera
E20A199,A,Simocephalus,0,199,pulsed,postpulse1,Simocephalus
E20A199,A,Calanoida,0,199,pulsed,postpulse1,Calanoid
E20A199,A,Cyclopoida,0.302585669750752,199,pulsed,postpulse1,Cyclopoid
E20A199,A,Nauplii,4.2026763920974,199,pulsed,postpulse1,Nauplii
E20A199,A,Anuraeopsis,0,199,pulsed,postpulse1,Rotifer
E20A199,A,Ascomorpha,0,199,pulsed,postpulse1,Rotifer
E20A199,A,Asplanchna,0,199,pulsed,postpulse1,Rotifer
E20A199,A,Asplanchnopus,0,199,pulsed,postpulse1,Rotifer
E20A199,A,Brachionus,0,199,pulsed,postpulse1,Rotifer
E20A199,A,Conochilus,0,199,pulsed,postpulse1,Rotifer
